"Aasta","Sugu","Maakond","Rahvused kokku","Eestlased","Venelased","Muud rahvused","..ukrainlased","..valgevenelased","..soomlased","..tatarlased","..lätlased","..poolakad","..juudid","..leedulased","..sakslased","..armeenlased","..aserbaidžaanid","Rahvus teadmata"
"2022","Mehed","Valga maakond",13359,10642,1586,1038,225,72,38,7,424,8,8,14,28,9,4,93
"2022","Mehed","Viljandi maakond",21784,20709,474,542,173,24,111,2,30,5,2,8,25,6,2,59
"2022","Mehed","Võru maakond",16553,15675,527,279,78,12,30,0,44,6,3,2,17,3,1,72
"2022","Mehed","Maakond teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","Naised","Kogu Eesti",698381,482041,172918,41720,13348,6624,4142,1058,1761,1018,867,1058,1197,744,575,1702
"2022","Naised","Harju maakond",322513,197331,97676,26290,8759,4119,1826,695,853,616,752,694,628,556,451,1216
"2022","Naised","..Tallinn",232755,126792,82670,22201,7210,3395,1447,552,696,502,687,552,527,487,401,1092
"2022","Naised","Hiiu maakond",4335,4265,32,37,5,1,6,0,5,0,1,0,3,0,0,1
"2022","Naised","Ida-Viru maakond",71680,12366,53371,5905,1858,1665,584,247,133,199,41,124,161,83,41,38
"2022","Naised","Jõgeva maakond",14488,13159,1036,272,100,32,57,8,18,1,0,8,7,3,0,21
"2022","Naised","Järva maakond",15406,14593,396,399,181,21,91,2,13,10,1,7,14,3,6,18
"2022","Naised","Lääne maakond",10661,9415,908,316,117,51,44,13,12,4,3,13,6,0,0,22
"2022","Naised","Lääne-Viru maakond",30488,26409,2963,1083,414,143,232,17,25,25,3,32,25,10,7,33
"2022","Naised","Põlva maakond",12284,11684,432,158,64,8,28,3,7,2,0,3,7,0,1,10
"2022","Naised","Pärnu maakond",45269,40518,3228,1465,545,134,233,26,111,28,11,38,75,15,2,58
"2022","Naised","Rapla maakond",17137,16121,589,403,116,40,86,5,17,6,3,6,31,3,10,24
"2022","Naised","Saare maakond",16291,15971,125,180,30,7,52,2,13,5,2,14,15,0,1,15
"2022","Naised","Tartu maakond",82282,69707,8905,3576,730,239,704,24,153,91,47,73,165,54,56,94
"2022","Naised","..Tartu linn",52152,42202,6855,3031,546,195,596,21,125,81,38,61,145,52,55,64
"2022","Naised","Valga maakond",14291,11367,1930,943,226,102,46,8,338,10,1,20,23,13,0,51
"2022","Naised","Viljandi maakond",23627,22502,636,464,142,41,120,6,37,15,1,19,16,4,0,25
"2022","Naised","Võru maakond",17629,16633,691,229,61,21,33,2,26,6,1,7,21,0,0,76
"2022","Naised","Maakond teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023","Mehed ja naised","Kogu Eesti",1365884,925892,306801,122413,55675,11562,8518,1984,4094,1915,1939,2146,2900,1755,1688,10778
"2023","Mehed ja naised","Harju maakond",638076,378604,173526,78885,34832,7540,4321,1329,1975,1182,1647,1426,1590,1302,1332,7061
"2023","Mehed ja naised","..Tallinn",453864,235633,145495,66892,28775,6218,3520,1046,1638,973,1469,1121,1319,1136,1187,5844
"2023","Mehed ja naised","Hiiu maakond",8474,8279,48,134,46,6,20,0,7,2,2,0,6,1,0,13
"2023","Mehed ja naised","Ida-Viru maakond",133358,25119,94835,13109,5451,2626,1025,441,302,345,130,277,368,192,116,295
"2023","Mehed ja naised","Jõgeva maakond",27739,24798,1834,970,606,55,111,11,35,3,2,17,21,9,0,137
"2023","Mehed ja naised","Järva maakond",30072,27768,693,1395,916,45,183,4,32,18,2,11,31,11,7,216
"2023","Mehed ja naised","Lääne maakond",20688,17930,1521,1059,603,73,88,18,28,8,4,31,33,1,0,178
"2023","Mehed ja naised","Lääne-Viru maakond",59608,50721,5197,3121,1812,232,404,25,73,42,11,66,56,19,29,569
"2023","Mehed ja naised","Põlva maakond",24036,22595,783,595,380,10,55,8,24,4,1,3,25,1,4,63
"2023","Mehed ja naised","Pärnu maakond",87418,76319,5526,4884,2764,238,535,49,258,75,20,80,146,46,14,689
"2023","Mehed ja naised","Rapla maakond",34038,31540,1072,1217,619,82,143,10,47,12,4,15,53,10,18,209
"2023","Mehed ja naised","Saare maakond",31919,30490,204,948,532,10,147,3,16,12,2,14,47,0,2,277
"2023","Mehed ja naised","Tartu maakond",162390,135036,15887,10882,4571,385,1123,62,343,166,98,141,384,131,159,585
"2023","Mehed ja naised","..Tartu linn",100724,79134,12053,9126,3640,313,904,52,284,148,82,113,334,122,154,411
"2023","Mehed ja naised","Valga maakond",28114,21909,3413,2638,1067,165,81,15,802,18,8,28,60,19,4,154
"2023","Mehed ja naised","Viljandi maakond",45637,42842,1092,1558,861,62,220,7,70,16,4,29,40,11,2,145
"2023","Mehed ja naised","Võru maakond",34317,31942,1170,1018,615,33,62,2,82,12,4,8,40,2,1,187
"2023","Mehed ja naised","Maakond teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023","Mehed","Kogu Eesti",647366,441055,138306,61156,24578,4984,4407,914,2247,873,1038,1064,1623,955,1067,6849
"2023","Mehed","Harju maakond",301986,178296,78295,40781,15825,3409,2468,631,1069,549,868,708,908,692,835,4614
"2023","Mehed","..Tallinn",211744,108025,65194,34699,13030,2802,2048,491,898,460,765,556,747,591,738,3826
"2023","Mehed","Hiiu maakond",4136,4025,20,80,28,5,13,0,2,1,1,0,3,1,0,11
"2023","Mehed","Ida-Viru maakond",61287,12455,42751,5859,2254,1007,471,192,164,142,83,152,205,106,73,222
"2023","Mehed","Jõgeva maakond",13228,11883,824,432,239,20,60,3,19,1,2,9,15,7,0,89
"2023","Mehed","Järva maakond",14397,13276,303,674,411,27,94,2,18,8,1,5,17,8,2,144
"2023","Mehed","Lääne maakond",9721,8503,651,479,225,24,46,5,14,4,1,17,26,1,0,88
"2023","Mehed","Lääne-Viru maakond",28503,24483,2313,1400,761,86,181,7,48,20,8,34,32,10,22,307
"2023","Mehed","Põlva maakond",11699,11028,360,264,142,3,32,4,17,2,1,1,17,1,3,47
"2023","Mehed","Pärnu maakond",41083,35954,2402,2390,1206,102,313,22,144,42,8,43,70,28,12,337
"2023","Mehed","Rapla maakond",16580,15370,504,579,267,42,65,4,31,8,1,7,22,5,7,127
"2023","Mehed","Saare maakond",15224,14564,81,462,208,3,94,1,5,7,0,3,26,0,1,117
"2023","Mehed","Tartu maakond",77505,64534,7283,5237,1936,148,403,35,179,71,51,62,209,80,105,451
"2023","Mehed","..Tartu linn",47146,36919,5471,4424,1550,121,304,29,151,62,42,48,177,74,102,332
"2023","Mehed","Valga maakond",13549,10589,1538,1320,472,70,38,7,451,8,7,10,30,8,4,102
"2023","Mehed","Viljandi maakond",21841,20533,469,744,381,24,97,1,31,4,3,11,23,6,2,95
"2023","Mehed","Võru maakond",16627,15562,512,455,223,14,32,0,55,6,3,2,20,2,1,98
"2023","Mehed","Maakond teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023","Naised","Kogu Eesti",718518,484837,168495,61257,31097,6578,4111,1070,1847,1042,901,1082,1277,800,621,3929
"2023","Naised","Harju maakond",336090,200308,95231,38104,19007,4131,1853,698,906,633,779,718,682,610,497,2447
"2023","Naised","..Tallinn",242120,127608,80301,32193,15745,3416,1472,555,740,513,704,565,572,545,449,2018
"2023","Naised","Hiiu maakond",4338,4254,28,54,18,1,7,0,5,1,1,0,3,0,0,2
"2023","Naised","Ida-Viru maakond",72071,12664,52084,7250,3197,1619,554,249,138,203,47,125,163,86,43,73
"2023","Naised","Jõgeva maakond",14511,12915,1010,538,367,35,51,8,16,2,0,8,6,2,0,48
"2023","Naised","Järva maakond",15675,14492,390,721,505,18,89,2,14,10,1,6,14,3,5,72
"2023","Naised","Lääne maakond",10967,9427,870,580,378,49,42,13,14,4,3,14,7,0,0,90
"2023","Naised","Lääne-Viru maakond",31105,26238,2884,1721,1051,146,223,18,25,22,3,32,24,9,7,262
"2023","Naised","Põlva maakond",12337,11567,423,331,238,7,23,4,7,2,0,2,8,0,1,16
"2023","Naised","Pärnu maakond",46335,40365,3124,2494,1558,136,222,27,114,33,12,37,76,18,2,352
"2023","Naised","Rapla maakond",17458,16170,568,638,352,40,78,6,16,4,3,8,31,5,11,82
"2023","Naised","Saare maakond",16695,15926,123,486,324,7,53,2,11,5,2,11,21,0,1,160
"2023","Naised","Tartu maakond",84885,70502,8604,5645,2635,237,720,27,164,95,47,79,175,51,54,134
"2023","Naised","..Tartu linn",53578,42215,6582,4702,2090,192,600,23,133,86,40,65,157,48,52,79
"2023","Naised","Valga maakond",14565,11320,1875,1318,595,95,43,8,351,10,1,18,30,11,0,52
"2023","Naised","Viljandi maakond",23796,22309,623,814,480,38,123,6,39,12,1,18,17,5,0,50
"2023","Naised","Võru maakond",17690,16380,658,563,392,19,30,2,27,6,1,6,20,0,0,89
"2023","Naised","Maakond teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2024","Mehed ja naised","Kogu Eesti",1374687,931993,296268,137746,68770,11402,8344,2022,4232,1882,2013,2146,2923,1804,1775,8680
"2024","Mehed ja naised","Harju maakond",646315,384371,167544,88859,42709,7494,4307,1347,2059,1146,1708,1416,1574,1341,1414,5541
"2024","Mehed ja naised","..Tallinn",457572,237832,139835,75287,35355,6178,3504,1047,1702,940,1514,1102,1288,1174,1260,4618
"2024","Mehed ja naised","Hiiu maakond",8418,8217,45,148,57,5,17,0,7,3,1,1,5,1,1,8
"2024","Mehed ja naised","Ida-Viru maakond",132286,25845,92090,14070,6350,2545,1004,452,321,343,142,285,386,195,116,281
"2024","Mehed ja naised","Jõgeva maakond",27397,24434,1728,1137,760,54,103,12,33,3,4,15,26,12,1,98
"2024","Mehed ja naised","Järva maakond",30084,27619,655,1656,1186,43,182,5,29,16,2,10,25,12,6,154
"2024","Mehed ja naised","Lääne maakond",20625,17866,1445,1150,696,70,90,21,29,7,2,28,33,1,1,164
"2024","Mehed ja naised","Lääne-Viru maakond",59536,50513,4951,3697,2380,220,385,23,76,45,11,64,55,19,28,375
"2024","Mehed ja naised","Põlva maakond",23892,22396,776,669,464,9,50,9,24,3,0,5,25,2,4,51
"2024","Mehed ja naised","Pärnu maakond",87891,76380,5331,5630,3525,236,489,48,254,78,21,75,146,44,13,550
"2024","Mehed ja naised","Rapla maakond",34246,31564,1051,1456,855,79,131,13,47,14,5,16,53,12,19,175
"2024","Mehed ja naised","Saare maakond",32021,30479,190,1070,671,11,144,4,15,12,2,12,50,0,2,282
"2024","Mehed ja naised","Tartu maakond",164460,136405,15059,12474,6073,381,1089,64,350,164,96,153,407,136,159,522
"2024","Mehed ja naised","..Tartu linn",101032,78890,11317,10454,4918,307,871,54,293,143,79,123,347,123,156,371
"2024","Mehed ja naised","Valga maakond",27924,21779,3252,2749,1161,167,80,14,830,18,8,26,59,16,7,144
"2024","Mehed ja naised","Viljandi maakond",45543,42566,1046,1798,1112,58,213,7,69,17,6,29,39,12,2,133
"2024","Mehed ja naised","Võru maakond",34049,31559,1105,1183,771,30,60,3,89,13,5,11,40,1,2,202
"2024","Mehed ja naised","Maakond teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2024","Mehed","Kogu Eesti",651613,444270,133143,68656,30800,4921,4336,948,2324,857,1082,1071,1665,980,1127,5544
"2024","Mehed","Harju maakond",305973,181183,75359,45818,19635,3393,2507,652,1124,533,901,707,917,712,894,3613
"2024","Mehed","..Tallinn",213623,109183,62500,38945,16190,2793,2074,503,946,443,789,557,748,617,791,2995
"2024","Mehed","Hiiu maakond",4097,3985,20,85,30,4,11,0,3,1,1,0,2,1,1,7
"2024","Mehed","Ida-Viru maakond",60850,12850,41441,6340,2699,972,452,200,184,139,93,155,217,108,74,219
"2024","Mehed","Jõgeva maakond",13084,11740,776,504,311,21,52,3,18,1,3,7,19,9,1,64
"2024","Mehed","Järva maakond",14381,13199,283,799,537,25,92,2,17,8,1,5,15,9,1,100
"2024","Mehed","Lääne maakond",9698,8480,625,517,269,23,49,5,12,3,1,15,26,1,1,76
"2024","Mehed","Lääne-Viru maakond",28476,24405,2189,1655,1017,77,168,8,47,22,9,31,36,10,20,227
"2024","Mehed","Põlva maakond",11614,10922,361,297,181,3,28,5,15,2,0,3,16,1,3,34
"2024","Mehed","Pärnu maakond",41313,36012,2305,2715,1533,103,278,21,138,44,9,41,74,26,11,281
"2024","Mehed","Rapla maakond",16696,15400,492,697,391,40,57,5,28,8,1,7,23,6,8,107
"2024","Mehed","Saare maakond",15274,14571,78,508,271,2,86,2,4,7,0,3,30,0,1,117
"2024","Mehed","Tartu maakond",78398,65202,6827,5965,2627,149,395,37,176,69,50,72,221,82,104,404
"2024","Mehed","..Tartu linn",47190,36817,5070,5011,2138,119,295,31,147,59,42,56,184,73,101,292
"2024","Mehed","Valga maakond",13446,10526,1449,1381,527,76,35,6,462,9,6,10,27,7,4,90
"2024","Mehed","Viljandi maakond",21827,20442,443,847,485,23,94,1,33,5,3,10,21,7,2,95
"2024","Mehed","Võru maakond",16486,15353,495,528,287,10,32,1,63,6,4,5,21,1,2,110
"2024","Mehed","Maakond teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2024","Naised","Kogu Eesti",723074,487723,163125,69090,37970,6481,4008,1074,1908,1025,931,1075,1258,824,648,3136
"2024","Naised","Harju maakond",340342,203188,92185,43041,23074,4101,1800,695,935,613,807,709,657,629,520,1928
"2024","Naised","..Tallinn",243949,128649,77335,36342,19165,3385,1430,544,756,497,725,545,540,557,469,1623
"2024","Naised","Hiiu maakond",4321,4232,25,63,27,1,6,0,4,2,0,1,3,0,0,1
"2024","Naised","Ida-Viru maakond",71436,12995,50649,7730,3651,1573,552,252,137,204,49,130,169,87,42,62
"2024","Naised","Jõgeva maakond",14313,12694,952,633,449,33,51,9,15,2,1,8,7,3,0,34
"2024","Naised","Järva maakond",15703,14420,372,857,649,18,90,3,12,8,1,5,10,3,5,54
"2024","Naised","Lääne maakond",10927,9386,820,633,427,47,41,16,17,4,1,13,7,0,0,88
"2024","Naised","Lääne-Viru maakond",31060,26108,2762,2042,1363,143,217,15,29,23,2,33,19,9,8,148
"2024","Naised","Põlva maakond",12278,11474,415,372,283,6,22,4,9,1,0,2,9,1,1,17
"2024","Naised","Pärnu maakond",46578,40368,3026,2915,1992,133,211,27,116,34,12,34,72,18,2,269
"2024","Naised","Rapla maakond",17550,16164,559,759,464,39,74,8,19,6,4,9,30,6,11,68
"2024","Naised","Saare maakond",16747,15908,112,562,400,9,58,2,11,5,2,9,20,0,1,165
"2024","Naised","Tartu maakond",86062,71203,8232,6509,3446,232,694,27,174,95,46,81,186,54,55,118
"2024","Naised","..Tartu linn",53842,42073,6247,5443,2780,188,576,23,146,84,37,67,163,50,55,79
"2024","Naised","Valga maakond",14478,11253,1803,1368,634,91,45,8,368,9,2,16,32,9,3,54
"2024","Naised","Viljandi maakond",23716,22124,603,951,627,35,119,6,36,12,3,19,18,5,0,38
"2024","Naised","Võru maakond",17563,16206,610,655,484,20,28,2,26,7,1,6,19,0,0,92
"2024","Naised","Maakond teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
